date,year,semester,quarter,month,month_name,month_start,month_end,day,day_of_week,day_name,week_of_year,week_of_month
2017-11-02,2017,2,4,11,November,2017-11-01,2017-11-30,2,4,Thursday,44,1
2017-11-03,2017,2,4,11,November,2017-11-01,2017-11-30,3,5,Friday,44,1
2017-11-04,2017,2,4,11,November,2017-11-01,2017-11-30,4,6,Saturday,44,1
2017-11-05,2017,2,4,11,November,2017-11-01,2017-11-30,5,7,Sunday,44,1
2017-11-06,2017,2,4,11,November,2017-11-01,2017-11-30,6,1,Monday,45,1
2017-11-07,2017,2,4,11,November,2017-11-01,2017-11-30,7,2,Tuesday,45,2
2017-11-08,2017,2,4,11,November,2017-11-01,2017-11-30,8,3,Wednesday,45,2
2017-11-09,2017,2,4,11,November,2017-11-01,2017-11-30,9,4,Thursday,45,2
2017-11-10,2017,2,4,11,November,2017-11-01,2017-11-30,10,5,Friday,45,2
2017-11-11,2017,2,4,11,November,2017-11-01,2017-11-30,11,6,Saturday,45,2
2017-11-12,2017,2,4,11,November,2017-11-01,2017-11-30,12,7,Sunday,45,2
2017-11-13,2017,2,4,11,November,2017-11-01,2017-11-30,13,1,Monday,46,2
2017-11-14,2017,2,4,11,November,2017-11-01,2017-11-30,14,2,Tuesday,46,3
2017-11-15,2017,2,4,11,November,2017-11-01,2017-11-30,15,3,Wednesday,46,3
2017-11-16,2017,2,4,11,November,2017-11-01,2017-11-30,16,4,Thursday,46,3
2017-11-17,2017,2,4,11,November,2017-11-01,2017-11-30,17,5,Friday,46,3
2017-11-18,2017,2,4,11,November,2017-11-01,2017-11-30,18,6,Saturday,46,3
2017-11-19,2017,2,4,11,November,2017-11-01,2017-11-30,19,7,Sunday,46,3
2017-11-20,2017,2,4,11,November,2017-11-01,2017-11-30,20,1,Monday,47,3
2017-11-21,2017,2,4,11,November,2017-11-01,2017-11-30,21,2,Tuesday,47,4
2017-11-22,2017,2,4,11,November,2017-11-01,2017-11-30,22,3,Wednesday,47,4
2017-11-23,2017,2,4,11,November,2017-11-01,2017-11-30,23,4,Thursday,47,4
2017-11-24,2017,2,4,11,November,2017-11-01,2017-11-30,24,5,Friday,47,4
2017-11-25,2017,2,4,11,November,2017-11-01,2017-11-30,25,6,Saturday,47,4
2017-11-26,2017,2,4,11,November,2017-11-01,2017-11-30,26,7,Sunday,47,4
2017-11-27,2017,2,4,11,November,2017-11-01,2017-11-30,27,1,Monday,48,4
2017-11-28,2017,2,4,11,November,2017-11-01,2017-11-30,28,2,Tuesday,48,5
2017-11-29,2017,2,4,11,November,2017-11-01,2017-11-30,29,3,Wednesday,48,5
2017-11-30,2017,2,4,11,November,2017-11-01,2017-11-30,30,4,Thursday,48,5
2017-12-01,2017,2,4,12,December,2017-12-01,2017-12-31,1,5,Friday,48,1
2017-12-02,2017,2,4,12,December,2017-12-01,2017-12-31,2,6,Saturday,48,1
2017-12-03,2017,2,4,12,December,2017-12-01,2017-12-31,3,7,Sunday,48,1
2017-12-04,2017,2,4,12,December,2017-12-01,2017-12-31,4,1,Monday,49,1
2017-12-05,2017,2,4,12,December,2017-12-01,2017-12-31,5,2,Tuesday,49,1
2017-12-06,2017,2,4,12,December,2017-12-01,2017-12-31,6,3,Wednesday,49,1
2017-12-07,2017,2,4,12,December,2017-12-01,2017-12-31,7,4,Thursday,49,2
2017-12-08,2017,2,4,12,December,2017-12-01,2017-12-31,8,5,Friday,49,2
2017-12-09,2017,2,4,12,December,2017-12-01,2017-12-31,9,6,Saturday,49,2
2017-12-10,2017,2,4,12,December,2017-12-01,2017-12-31,10,7,Sunday,49,2
2017-12-11,2017,2,4,12,December,2017-12-01,2017-12-31,11,1,Monday,50,2
2017-12-12,2017,2,4,12,December,2017-12-01,2017-12-31,12,2,Tuesday,50,2
2017-12-13,2017,2,4,12,December,2017-12-01,2017-12-31,13,3,Wednesday,50,2
2017-12-14,2017,2,4,12,December,2017-12-01,2017-12-31,14,4,Thursday,50,3
2017-12-15,2017,2,4,12,December,2017-12-01,2017-12-31,15,5,Friday,50,3
2017-12-16,2017,2,4,12,December,2017-12-01,2017-12-31,16,6,Saturday,50,3
2017-12-17,2017,2,4,12,December,2017-12-01,2017-12-31,17,7,Sunday,50,3
2017-12-18,2017,2,4,12,December,2017-12-01,2017-12-31,18,1,Monday,51,3
2017-12-19,2017,2,4,12,December,2017-12-01,2017-12-31,19,2,Tuesday,51,3
2017-12-20,2017,2,4,12,December,2017-12-01,2017-12-31,20,3,Wednesday,51,3
2017-12-21,2017,2,4,12,December,2017-12-01,2017-12-31,21,4,Thursday,51,4
2017-12-22,2017,2,4,12,December,2017-12-01,2017-12-31,22,5,Friday,51,4
2017-12-23,2017,2,4,12,December,2017-12-01,2017-12-31,23,6,Saturday,51,4
2017-12-24,2017,2,4,12,December,2017-12-01,2017-12-31,24,7,Sunday,51,4
2017-12-25,2017,2,4,12,December,2017-12-01,2017-12-31,25,1,Monday,52,4
2017-12-26,2017,2,4,12,December,2017-12-01,2017-12-31,26,2,Tuesday,52,4
2017-12-27,2017,2,4,12,December,2017-12-01,2017-12-31,27,3,Wednesday,52,4
2017-12-28,2017,2,4,12,December,2017-12-01,2017-12-31,28,4,Thursday,52,5
2017-12-29,2017,2,4,12,December,2017-12-01,2017-12-31,29,5,Friday,52,5
2017-12-30,2017,2,4,12,December,2017-12-01,2017-12-31,30,6,Saturday,52,5
2017-12-31,2017,2,4,12,December,2017-12-01,2017-12-31,31,7,Sunday,52,5
2018-01-01,2018,1,1,1,January,2018-01-01,2018-01-31,1,1,Monday,1,1
2018-01-02,2018,1,1,1,January,2018-01-01,2018-01-31,2,2,Tuesday,1,1
2018-01-03,2018,1,1,1,January,2018-01-01,2018-01-31,3,3,Wednesday,1,1
2018-01-04,2018,1,1,1,January,2018-01-01,2018-01-31,4,4,Thursday,1,1
2018-01-05,2018,1,1,1,January,2018-01-01,2018-01-31,5,5,Friday,1,1
2018-01-06,2018,1,1,1,January,2018-01-01,2018-01-31,6,6,Saturday,1,1
2018-01-07,2018,1,1,1,January,2018-01-01,2018-01-31,7,7,Sunday,1,2
2018-01-08,2018,1,1,1,January,2018-01-01,2018-01-31,8,1,Monday,2,2
2018-01-09,2018,1,1,1,January,2018-01-01,2018-01-31,9,2,Tuesday,2,2
2018-01-10,2018,1,1,1,January,2018-01-01,2018-01-31,10,3,Wednesday,2,2
2018-01-11,2018,1,1,1,January,2018-01-01,2018-01-31,11,4,Thursday,2,2
2018-01-12,2018,1,1,1,January,2018-01-01,2018-01-31,12,5,Friday,2,2
2018-01-13,2018,1,1,1,January,2018-01-01,2018-01-31,13,6,Saturday,2,2
2018-01-14,2018,1,1,1,January,2018-01-01,2018-01-31,14,7,Sunday,2,3
2018-01-15,2018,1,1,1,January,2018-01-01,2018-01-31,15,1,Monday,3,3
2018-01-16,2018,1,1,1,January,2018-01-01,2018-01-31,16,2,Tuesday,3,3
2018-01-17,2018,1,1,1,January,2018-01-01,2018-01-31,17,3,Wednesday,3,3
2018-01-18,2018,1,1,1,January,2018-01-01,2018-01-31,18,4,Thursday,3,3
2018-01-19,2018,1,1,1,January,2018-01-01,2018-01-31,19,5,Friday,3,3
2018-01-20,2018,1,1,1,January,2018-01-01,2018-01-31,20,6,Saturday,3,3
2018-01-21,2018,1,1,1,January,2018-01-01,2018-01-31,21,7,Sunday,3,4
2018-01-22,2018,1,1,1,January,2018-01-01,2018-01-31,22,1,Monday,4,4
2018-01-23,2018,1,1,1,January,2018-01-01,2018-01-31,23,2,Tuesday,4,4
2018-01-24,2018,1,1,1,January,2018-01-01,2018-01-31,24,3,Wednesday,4,4
2018-01-25,2018,1,1,1,January,2018-01-01,2018-01-31,25,4,Thursday,4,4
2018-01-26,2018,1,1,1,January,2018-01-01,2018-01-31,26,5,Friday,4,4
2018-01-27,2018,1,1,1,January,2018-01-01,2018-01-31,27,6,Saturday,4,4
2018-01-28,2018,1,1,1,January,2018-01-01,2018-01-31,28,7,Sunday,4,5
2018-01-29,2018,1,1,1,January,2018-01-01,2018-01-31,29,1,Monday,5,5
2018-01-30,2018,1,1,1,January,2018-01-01,2018-01-31,30,2,Tuesday,5,5
2018-01-31,2018,1,1,1,January,2018-01-01,2018-01-31,31,3,Wednesday,5,5
2018-02-01,2018,1,1,2,February,2018-02-01,2018-02-28,1,4,Thursday,5,1
2018-02-02,2018,1,1,2,February,2018-02-01,2018-02-28,2,5,Friday,5,1
2018-02-03,2018,1,1,2,February,2018-02-01,2018-02-28,3,6,Saturday,5,1
2018-02-04,2018,1,1,2,February,2018-02-01,2018-02-28,4,7,Sunday,5,1
2018-02-05,2018,1,1,2,February,2018-02-01,2018-02-28,5,1,Monday,6,1
2018-02-06,2018,1,1,2,February,2018-02-01,2018-02-28,6,2,Tuesday,6,1
2018-02-07,2018,1,1,2,February,2018-02-01,2018-02-28,7,3,Wednesday,6,2
2018-02-08,2018,1,1,2,February,2018-02-01,2018-02-28,8,4,Thursday,6,2
2018-02-09,2018,1,1,2,February,2018-02-01,2018-02-28,9,5,Friday,6,2
2018-02-10,2018,1,1,2,February,2018-02-01,2018-02-28,10,6,Saturday,6,2
2018-02-11,2018,1,1,2,February,2018-02-01,2018-02-28,11,7,Sunday,6,2
2018-02-12,2018,1,1,2,February,2018-02-01,2018-02-28,12,1,Monday,7,2
2018-02-13,2018,1,1,2,February,2018-02-01,2018-02-28,13,2,Tuesday,7,2
2018-02-14,2018,1,1,2,February,2018-02-01,2018-02-28,14,3,Wednesday,7,3
2018-02-15,2018,1,1,2,February,2018-02-01,2018-02-28,15,4,Thursday,7,3
2018-02-16,2018,1,1,2,February,2018-02-01,2018-02-28,16,5,Friday,7,3
2018-02-17,2018,1,1,2,February,2018-02-01,2018-02-28,17,6,Saturday,7,3
2018-02-18,2018,1,1,2,February,2018-02-01,2018-02-28,18,7,Sunday,7,3
2018-02-19,2018,1,1,2,February,2018-02-01,2018-02-28,19,1,Monday,8,3
2018-02-20,2018,1,1,2,February,2018-02-01,2018-02-28,20,2,Tuesday,8,3
2018-02-21,2018,1,1,2,February,2018-02-01,2018-02-28,21,3,Wednesday,8,4
2018-02-22,2018,1,1,2,February,2018-02-01,2018-02-28,22,4,Thursday,8,4
2018-02-23,2018,1,1,2,February,2018-02-01,2018-02-28,23,5,Friday,8,4
2018-02-24,2018,1,1,2,February,2018-02-01,2018-02-28,24,6,Saturday,8,4
2018-02-25,2018,1,1,2,February,2018-02-01,2018-02-28,25,7,Sunday,8,4
2018-02-26,2018,1,1,2,February,2018-02-01,2018-02-28,26,1,Monday,9,4
2018-02-27,2018,1,1,2,February,2018-02-01,2018-02-28,27,2,Tuesday,9,4
2018-02-28,2018,1,1,2,February,2018-02-01,2018-02-28,28,3,Wednesday,9,5
2018-03-01,2018,1,1,3,March,2018-03-01,2018-03-31,1,4,Thursday,9,1
2018-03-02,2018,1,1,3,March,2018-03-01,2018-03-31,2,5,Friday,9,1
2018-03-03,2018,1,1,3,March,2018-03-01,2018-03-31,3,6,Saturday,9,1
2018-03-04,2018,1,1,3,March,2018-03-01,2018-03-31,4,7,Sunday,9,1
2018-03-05,2018,1,1,3,March,2018-03-01,2018-03-31,5,1,Monday,10,1
2018-03-06,2018,1,1,3,March,2018-03-01,2018-03-31,6,2,Tuesday,10,1
2018-03-07,2018,1,1,3,March,2018-03-01,2018-03-31,7,3,Wednesday,10,2
2018-03-08,2018,1,1,3,March,2018-03-01,2018-03-31,8,4,Thursday,10,2
2018-03-09,2018,1,1,3,March,2018-03-01,2018-03-31,9,5,Friday,10,2
2018-03-10,2018,1,1,3,March,2018-03-01,2018-03-31,10,6,Saturday,10,2
2018-03-11,2018,1,1,3,March,2018-03-01,2018-03-31,11,7,Sunday,10,2
2018-03-12,2018,1,1,3,March,2018-03-01,2018-03-31,12,1,Monday,11,2
2018-03-13,2018,1,1,3,March,2018-03-01,2018-03-31,13,2,Tuesday,11,2
2018-03-14,2018,1,1,3,March,2018-03-01,2018-03-31,14,3,Wednesday,11,3
2018-03-15,2018,1,1,3,March,2018-03-01,2018-03-31,15,4,Thursday,11,3
2018-03-16,2018,1,1,3,March,2018-03-01,2018-03-31,16,5,Friday,11,3
2018-03-17,2018,1,1,3,March,2018-03-01,2018-03-31,17,6,Saturday,11,3
2018-03-18,2018,1,1,3,March,2018-03-01,2018-03-31,18,7,Sunday,11,3
2018-03-19,2018,1,1,3,March,2018-03-01,2018-03-31,19,1,Monday,12,3
2018-03-20,2018,1,1,3,March,2018-03-01,2018-03-31,20,2,Tuesday,12,3
2018-03-21,2018,1,1,3,March,2018-03-01,2018-03-31,21,3,Wednesday,12,4
2018-03-22,2018,1,1,3,March,2018-03-01,2018-03-31,22,4,Thursday,12,4
2018-03-23,2018,1,1,3,March,2018-03-01,2018-03-31,23,5,Friday,12,4
2018-03-24,2018,1,1,3,March,2018-03-01,2018-03-31,24,6,Saturday,12,4
2018-03-25,2018,1,1,3,March,2018-03-01,2018-03-31,25,7,Sunday,12,4
2018-03-26,2018,1,1,3,March,2018-03-01,2018-03-31,26,1,Monday,13,4
2018-03-27,2018,1,1,3,March,2018-03-01,2018-03-31,27,2,Tuesday,13,4
2018-03-28,2018,1,1,3,March,2018-03-01,2018-03-31,28,3,Wednesday,13,5
2018-03-29,2018,1,1,3,March,2018-03-01,2018-03-31,29,4,Thursday,13,5
2018-03-30,2018,1,1,3,March,2018-03-01,2018-03-31,30,5,Friday,13,5
2018-03-31,2018,1,1,3,March,2018-03-01,2018-03-31,31,6,Saturday,13,5
2018-04-01,2018,1,2,4,April,2018-04-01,2018-04-30,1,7,Sunday,13,1
2018-04-02,2018,1,2,4,April,2018-04-01,2018-04-30,2,1,Monday,14,1
2018-04-03,2018,1,2,4,April,2018-04-01,2018-04-30,3,2,Tuesday,14,1
2018-04-04,2018,1,2,4,April,2018-04-01,2018-04-30,4,3,Wednesday,14,1
2018-04-05,2018,1,2,4,April,2018-04-01,2018-04-30,5,4,Thursday,14,1
2018-04-06,2018,1,2,4,April,2018-04-01,2018-04-30,6,5,Friday,14,1
2018-04-07,2018,1,2,4,April,2018-04-01,2018-04-30,7,6,Saturday,14,2
2018-04-08,2018,1,2,4,April,2018-04-01,2018-04-30,8,7,Sunday,14,2
2018-04-09,2018,1,2,4,April,2018-04-01,2018-04-30,9,1,Monday,15,2
2018-04-10,2018,1,2,4,April,2018-04-01,2018-04-30,10,2,Tuesday,15,2
2018-04-11,2018,1,2,4,April,2018-04-01,2018-04-30,11,3,Wednesday,15,2
2018-04-12,2018,1,2,4,April,2018-04-01,2018-04-30,12,4,Thursday,15,2
2018-04-13,2018,1,2,4,April,2018-04-01,2018-04-30,13,5,Friday,15,2
2018-04-14,2018,1,2,4,April,2018-04-01,2018-04-30,14,6,Saturday,15,3
2018-04-15,2018,1,2,4,April,2018-04-01,2018-04-30,15,7,Sunday,15,3
2018-04-16,2018,1,2,4,April,2018-04-01,2018-04-30,16,1,Monday,16,3
2018-04-17,2018,1,2,4,April,2018-04-01,2018-04-30,17,2,Tuesday,16,3
2018-04-18,2018,1,2,4,April,2018-04-01,2018-04-30,18,3,Wednesday,16,3
2018-04-19,2018,1,2,4,April,2018-04-01,2018-04-30,19,4,Thursday,16,3
2018-04-20,2018,1,2,4,April,2018-04-01,2018-04-30,20,5,Friday,16,3
2018-04-21,2018,1,2,4,April,2018-04-01,2018-04-30,21,6,Saturday,16,4
2018-04-22,2018,1,2,4,April,2018-04-01,2018-04-30,22,7,Sunday,16,4
2018-04-23,2018,1,2,4,April,2018-04-01,2018-04-30,23,1,Monday,17,4
2018-04-24,2018,1,2,4,April,2018-04-01,2018-04-30,24,2,Tuesday,17,4
2018-04-25,2018,1,2,4,April,2018-04-01,2018-04-30,25,3,Wednesday,17,4
2018-04-26,2018,1,2,4,April,2018-04-01,2018-04-30,26,4,Thursday,17,4
2018-04-27,2018,1,2,4,April,2018-04-01,2018-04-30,27,5,Friday,17,4
2018-04-28,2018,1,2,4,April,2018-04-01,2018-04-30,28,6,Saturday,17,5
2018-04-29,2018,1,2,4,April,2018-04-01,2018-04-30,29,7,Sunday,17,5
2018-04-30,2018,1,2,4,April,2018-04-01,2018-04-30,30,1,Monday,18,5
2018-05-01,2018,1,2,5,May,2018-05-01,2018-05-31,1,2,Tuesday,18,1
2018-05-02,2018,1,2,5,May,2018-05-01,2018-05-31,2,3,Wednesday,18,1
2018-05-03,2018,1,2,5,May,2018-05-01,2018-05-31,3,4,Thursday,18,1
2018-05-04,2018,1,2,5,May,2018-05-01,2018-05-31,4,5,Friday,18,1
2018-05-05,2018,1,2,5,May,2018-05-01,2018-05-31,5,6,Saturday,18,1
2018-05-06,2018,1,2,5,May,2018-05-01,2018-05-31,6,7,Sunday,18,1
2018-05-07,2018,1,2,5,May,2018-05-01,2018-05-31,7,1,Monday,19,2
2018-05-08,2018,1,2,5,May,2018-05-01,2018-05-31,8,2,Tuesday,19,2
2018-05-09,2018,1,2,5,May,2018-05-01,2018-05-31,9,3,Wednesday,19,2
2018-05-10,2018,1,2,5,May,2018-05-01,2018-05-31,10,4,Thursday,19,2
2018-05-11,2018,1,2,5,May,2018-05-01,2018-05-31,11,5,Friday,19,2
2018-05-12,2018,1,2,5,May,2018-05-01,2018-05-31,12,6,Saturday,19,2
2018-05-13,2018,1,2,5,May,2018-05-01,2018-05-31,13,7,Sunday,19,2
2018-05-14,2018,1,2,5,May,2018-05-01,2018-05-31,14,1,Monday,20,3
2018-05-15,2018,1,2,5,May,2018-05-01,2018-05-31,15,2,Tuesday,20,3
2018-05-16,2018,1,2,5,May,2018-05-01,2018-05-31,16,3,Wednesday,20,3
2018-05-17,2018,1,2,5,May,2018-05-01,2018-05-31,17,4,Thursday,20,3
2018-05-18,2018,1,2,5,May,2018-05-01,2018-05-31,18,5,Friday,20,3
2018-05-19,2018,1,2,5,May,2018-05-01,2018-05-31,19,6,Saturday,20,3
2018-05-20,2018,1,2,5,May,2018-05-01,2018-05-31,20,7,Sunday,20,3
2018-05-21,2018,1,2,5,May,2018-05-01,2018-05-31,21,1,Monday,21,4
2018-05-22,2018,1,2,5,May,2018-05-01,2018-05-31,22,2,Tuesday,21,4
2018-05-23,2018,1,2,5,May,2018-05-01,2018-05-31,23,3,Wednesday,21,4
2018-05-24,2018,1,2,5,May,2018-05-01,2018-05-31,24,4,Thursday,21,4
2018-05-25,2018,1,2,5,May,2018-05-01,2018-05-31,25,5,Friday,21,4
2018-05-26,2018,1,2,5,May,2018-05-01,2018-05-31,26,6,Saturday,21,4
2018-05-27,2018,1,2,5,May,2018-05-01,2018-05-31,27,7,Sunday,21,4
2018-05-28,2018,1,2,5,May,2018-05-01,2018-05-31,28,1,Monday,22,5
2018-05-29,2018,1,2,5,May,2018-05-01,2018-05-31,29,2,Tuesday,22,5
2018-05-30,2018,1,2,5,May,2018-05-01,2018-05-31,30,3,Wednesday,22,5
2018-05-31,2018,1,2,5,May,2018-05-01,2018-05-31,31,4,Thursday,22,5
2018-06-01,2018,1,2,6,June,2018-06-01,2018-06-30,1,5,Friday,22,1
2018-06-02,2018,1,2,6,June,2018-06-01,2018-06-30,2,6,Saturday,22,1
2018-06-03,2018,1,2,6,June,2018-06-01,2018-06-30,3,7,Sunday,22,1
2018-06-04,2018,1,2,6,June,2018-06-01,2018-06-30,4,1,Monday,23,1
2018-06-05,2018,1,2,6,June,2018-06-01,2018-06-30,5,2,Tuesday,23,1
2018-06-06,2018,1,2,6,June,2018-06-01,2018-06-30,6,3,Wednesday,23,1
2018-06-07,2018,1,2,6,June,2018-06-01,2018-06-30,7,4,Thursday,23,2
2018-06-08,2018,1,2,6,June,2018-06-01,2018-06-30,8,5,Friday,23,2
2018-06-09,2018,1,2,6,June,2018-06-01,2018-06-30,9,6,Saturday,23,2
2018-06-10,2018,1,2,6,June,2018-06-01,2018-06-30,10,7,Sunday,23,2
2018-06-11,2018,1,2,6,June,2018-06-01,2018-06-30,11,1,Monday,24,2
2018-06-12,2018,1,2,6,June,2018-06-01,2018-06-30,12,2,Tuesday,24,2
2018-06-13,2018,1,2,6,June,2018-06-01,2018-06-30,13,3,Wednesday,24,2
2018-06-14,2018,1,2,6,June,2018-06-01,2018-06-30,14,4,Thursday,24,3
2018-06-15,2018,1,2,6,June,2018-06-01,2018-06-30,15,5,Friday,24,3
2018-06-16,2018,1,2,6,June,2018-06-01,2018-06-30,16,6,Saturday,24,3
2018-06-17,2018,1,2,6,June,2018-06-01,2018-06-30,17,7,Sunday,24,3
2018-06-18,2018,1,2,6,June,2018-06-01,2018-06-30,18,1,Monday,25,3
2018-06-19,2018,1,2,6,June,2018-06-01,2018-06-30,19,2,Tuesday,25,3
2018-06-20,2018,1,2,6,June,2018-06-01,2018-06-30,20,3,Wednesday,25,3
2018-06-21,2018,1,2,6,June,2018-06-01,2018-06-30,21,4,Thursday,25,4
2018-06-22,2018,1,2,6,June,2018-06-01,2018-06-30,22,5,Friday,25,4
2018-06-23,2018,1,2,6,June,2018-06-01,2018-06-30,23,6,Saturday,25,4
2018-06-24,2018,1,2,6,June,2018-06-01,2018-06-30,24,7,Sunday,25,4
2018-06-25,2018,1,2,6,June,2018-06-01,2018-06-30,25,1,Monday,26,4
2018-06-26,2018,1,2,6,June,2018-06-01,2018-06-30,26,2,Tuesday,26,4
2018-06-27,2018,1,2,6,June,2018-06-01,2018-06-30,27,3,Wednesday,26,4
2018-06-28,2018,1,2,6,June,2018-06-01,2018-06-30,28,4,Thursday,26,5
2018-06-29,2018,1,2,6,June,2018-06-01,2018-06-30,29,5,Friday,26,5
2018-06-30,2018,1,2,6,June,2018-06-01,2018-06-30,30,6,Saturday,26,5
2018-07-01,2018,2,3,7,July,2018-07-01,2018-07-31,1,7,Sunday,26,1
2018-07-02,2018,2,3,7,July,2018-07-01,2018-07-31,2,1,Monday,27,1
2018-07-03,2018,2,3,7,July,2018-07-01,2018-07-31,3,2,Tuesday,27,1
2018-07-04,2018,2,3,7,July,2018-07-01,2018-07-31,4,3,Wednesday,27,1
2018-07-05,2018,2,3,7,July,2018-07-01,2018-07-31,5,4,Thursday,27,1
2018-07-06,2018,2,3,7,July,2018-07-01,2018-07-31,6,5,Friday,27,1
2018-07-07,2018,2,3,7,July,2018-07-01,2018-07-31,7,6,Saturday,27,2
2018-07-08,2018,2,3,7,July,2018-07-01,2018-07-31,8,7,Sunday,27,2
2018-07-09,2018,2,3,7,July,2018-07-01,2018-07-31,9,1,Monday,28,2
2018-07-10,2018,2,3,7,July,2018-07-01,2018-07-31,10,2,Tuesday,28,2
2018-07-11,2018,2,3,7,July,2018-07-01,2018-07-31,11,3,Wednesday,28,2
2018-07-12,2018,2,3,7,July,2018-07-01,2018-07-31,12,4,Thursday,28,2
2018-07-13,2018,2,3,7,July,2018-07-01,2018-07-31,13,5,Friday,28,2
2018-07-14,2018,2,3,7,July,2018-07-01,2018-07-31,14,6,Saturday,28,3
2018-07-15,2018,2,3,7,July,2018-07-01,2018-07-31,15,7,Sunday,28,3
2018-07-16,2018,2,3,7,July,2018-07-01,2018-07-31,16,1,Monday,29,3
2018-07-17,2018,2,3,7,July,2018-07-01,2018-07-31,17,2,Tuesday,29,3
2018-07-18,2018,2,3,7,July,2018-07-01,2018-07-31,18,3,Wednesday,29,3
2018-07-19,2018,2,3,7,July,2018-07-01,2018-07-31,19,4,Thursday,29,3
2018-07-20,2018,2,3,7,July,2018-07-01,2018-07-31,20,5,Friday,29,3
2018-07-21,2018,2,3,7,July,2018-07-01,2018-07-31,21,6,Saturday,29,4
2018-07-22,2018,2,3,7,July,2018-07-01,2018-07-31,22,7,Sunday,29,4
2018-07-23,2018,2,3,7,July,2018-07-01,2018-07-31,23,1,Monday,30,4
2018-07-24,2018,2,3,7,July,2018-07-01,2018-07-31,24,2,Tuesday,30,4
2018-07-25,2018,2,3,7,July,2018-07-01,2018-07-31,25,3,Wednesday,30,4
2018-07-26,2018,2,3,7,July,2018-07-01,2018-07-31,26,4,Thursday,30,4
2018-07-27,2018,2,3,7,July,2018-07-01,2018-07-31,27,5,Friday,30,4
2018-07-28,2018,2,3,7,July,2018-07-01,2018-07-31,28,6,Saturday,30,5
2018-07-29,2018,2,3,7,July,2018-07-01,2018-07-31,29,7,Sunday,30,5
2018-07-30,2018,2,3,7,July,2018-07-01,2018-07-31,30,1,Monday,31,5
2018-07-31,2018,2,3,7,July,2018-07-01,2018-07-31,31,2,Tuesday,31,5
2018-08-01,2018,2,3,8,August,2018-08-01,2018-08-31,1,3,Wednesday,31,1
2018-08-02,2018,2,3,8,August,2018-08-01,2018-08-31,2,4,Thursday,31,1
2018-08-03,2018,2,3,8,August,2018-08-01,2018-08-31,3,5,Friday,31,1
2018-08-04,2018,2,3,8,August,2018-08-01,2018-08-31,4,6,Saturday,31,1
2018-08-05,2018,2,3,8,August,2018-08-01,2018-08-31,5,7,Sunday,31,1
2018-08-06,2018,2,3,8,August,2018-08-01,2018-08-31,6,1,Monday,32,1
2018-08-07,2018,2,3,8,August,2018-08-01,2018-08-31,7,2,Tuesday,32,2
2018-08-08,2018,2,3,8,August,2018-08-01,2018-08-31,8,3,Wednesday,32,2
2018-08-09,2018,2,3,8,August,2018-08-01,2018-08-31,9,4,Thursday,32,2
2018-08-10,2018,2,3,8,August,2018-08-01,2018-08-31,10,5,Friday,32,2
2018-08-11,2018,2,3,8,August,2018-08-01,2018-08-31,11,6,Saturday,32,2
2018-08-12,2018,2,3,8,August,2018-08-01,2018-08-31,12,7,Sunday,32,2
2018-08-13,2018,2,3,8,August,2018-08-01,2018-08-31,13,1,Monday,33,2
2018-08-14,2018,2,3,8,August,2018-08-01,2018-08-31,14,2,Tuesday,33,3
2018-08-15,2018,2,3,8,August,2018-08-01,2018-08-31,15,3,Wednesday,33,3
2018-08-16,2018,2,3,8,August,2018-08-01,2018-08-31,16,4,Thursday,33,3
2018-08-17,2018,2,3,8,August,2018-08-01,2018-08-31,17,5,Friday,33,3
2018-08-18,2018,2,3,8,August,2018-08-01,2018-08-31,18,6,Saturday,33,3
2018-08-19,2018,2,3,8,August,2018-08-01,2018-08-31,19,7,Sunday,33,3
2018-08-20,2018,2,3,8,August,2018-08-01,2018-08-31,20,1,Monday,34,3
2018-08-21,2018,2,3,8,August,2018-08-01,2018-08-31,21,2,Tuesday,34,4
2018-08-22,2018,2,3,8,August,2018-08-01,2018-08-31,22,3,Wednesday,34,4
2018-08-23,2018,2,3,8,August,2018-08-01,2018-08-31,23,4,Thursday,34,4
2018-08-24,2018,2,3,8,August,2018-08-01,2018-08-31,24,5,Friday,34,4
2018-08-25,2018,2,3,8,August,2018-08-01,2018-08-31,25,6,Saturday,34,4
2018-08-26,2018,2,3,8,August,2018-08-01,2018-08-31,26,7,Sunday,34,4
2018-08-27,2018,2,3,8,August,2018-08-01,2018-08-31,27,1,Monday,35,4
2018-08-28,2018,2,3,8,August,2018-08-01,2018-08-31,28,2,Tuesday,35,5
2018-08-29,2018,2,3,8,August,2018-08-01,2018-08-31,29,3,Wednesday,35,5
2018-08-30,2018,2,3,8,August,2018-08-01,2018-08-31,30,4,Thursday,35,5
2018-08-31,2018,2,3,8,August,2018-08-01,2018-08-31,31,5,Friday,35,5
2018-09-01,2018,2,3,9,September,2018-09-01,2018-09-30,1,6,Saturday,35,1
2018-09-02,2018,2,3,9,September,2018-09-01,2018-09-30,2,7,Sunday,35,1
2018-09-03,2018,2,3,9,September,2018-09-01,2018-09-30,3,1,Monday,36,1
2018-09-04,2018,2,3,9,September,2018-09-01,2018-09-30,4,2,Tuesday,36,1
2018-09-05,2018,2,3,9,September,2018-09-01,2018-09-30,5,3,Wednesday,36,1
2018-09-06,2018,2,3,9,September,2018-09-01,2018-09-30,6,4,Thursday,36,1
2018-09-07,2018,2,3,9,September,2018-09-01,2018-09-30,7,5,Friday,36,2
